base_name,frame_number,set_type,results_dir
acr-7 (tm863)II on food L_2010_02_23__11_52_21___1___9,2085,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/clockwise
acr-7 (tm863)II on food L_2010_02_23__11_52_21___1___9,2088,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/clockwise
acr-7 (tm863)II on food L_2010_02_23__11_53_10___2___9,5173,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/clockwise
acr-7 (tm863)II on food L_2010_02_23__11_53_10___2___9,5311,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/clockwise
acr-7 (tm863)II on food L_2010_02_23__11_53_10___2___9,5312,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/clockwise
acr-7 (tm863)II on food L_2010_02_23__11_53_21___6___9,13784,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/clockwise
acr-7 (tm863)II on food L_2010_02_23__11_53_21___6___9,13907,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/clockwise
acr-7 (tm863)II on food L_2010_02_23__11_53_21___6___9,14011,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/clockwise
acr-7 (tm863)II on food L_2010_02_23__11_53_21___6___9,14013,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/clockwise
acr-7 (tm863)II on food L_2010_02_23__11_55_29__8,17847,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/clockwise
acr-7 (tm863)II on food L_2010_02_23__11_55_29__8,17848,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/clockwise
acr-7 (tm863)II on food L_2010_02_23__11_55_29__8,18169,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/clockwise
acr-7 (tm863)II on food L_2010_02_23__11_55_29__8,18171,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/clockwise
acr-7 (tm863)II on food L_2010_02_24__11_23_11___6___7,4985,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/clockwise
acr-7 (tm863)II on food L_2010_02_24__11_23_11___6___7,4986,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/clockwise
acr-7 (tm863)II on food L_2010_02_24__11_23_11___6___7,5128,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/clockwise
acr-7 (tm863)II on food L_2010_02_24__11_23_11___6___7,5129,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/clockwise
acr-7 (tm863)II on food L_2010_02_24__11_23_11___6___7,5386,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/clockwise
acr-7 (tm863)II on food L_2010_02_24__11_24_32___8___7,510,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/clockwise
acr-7 (tm863)II on food L_2010_02_24__11_24_32___8___7,512,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/clockwise
acr-7 (tm863)II on food L_2010_02_24__11_24_32___8___7,709,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/clockwise
acr-7 (tm863)II on food L_2010_02_24__11_24_32___8___7,1218,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/clockwise
acr-7 (tm863)II on food L_2010_02_24__11_24_32___8___7,1312,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/clockwise
acr-7 (tm863)II on food L_2010_02_24__11_24_32___8___7,2651,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/clockwise
acr-7 (tm863)II on food L_2010_02_24__11_24_32___8___7,2654,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/clockwise
acr-7 (tm863)II on food R_2010_02_19__11_43_08___2___8,5113,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/anticlockwise
acr-7 (tm863)II on food R_2010_02_19__11_43_08___2___8,5114,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/anticlockwise
acr-7 (tm863)II on food R_2010_02_19__11_43_08___2___8,5912,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/anticlockwise
acr-7 (tm863)II on food R_2010_02_19__11_43_08___2___8,11781,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/anticlockwise
acr-7 (tm863)II on food R_2010_02_23__11_54_41___8___9,4019,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/anticlockwise
acr-7 (tm863)II on food R_2010_02_23__11_54_41___8___9,14245,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/anticlockwise
acr-7 (tm863)II on food R_2010_02_23__11_54_41___8___9,14376,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/anticlockwise
acr-7 (tm863)II on food R_2010_02_23__11_54_41___8___9,14378,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/anticlockwise
acr-7 (tm863)II on food R_2010_02_24__11_22_21___1___7,16213,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/anticlockwise
acr-7 (tm863)II on food R_2010_02_24__11_22_21___1___7,16337,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/anticlockwise
acr-7 (tm863)II on food R_2010_02_24__11_22_21___1___7,16671,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/anticlockwise
acr-7 (tm863)II on food R_2010_02_24__11_22_21___1___7,16673,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/anticlockwise
acr-7 (tm863)II on food R_2010_02_24__11_22_21___1___7,19342,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/anticlockwise
acr-7 (tm863)II on food R_2010_02_24__11_23_10___2___7,12833,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/anticlockwise
acr-7 (tm863)II on food R_2010_02_24__11_23_10___2___7,12930,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/anticlockwise
acr-7 (tm863)II on food R_2010_02_24__11_23_10___2___7,12931,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/anticlockwise
acr-7 (tm863)II on food R_2010_02_24__11_23_10___2___7,13074,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/anticlockwise
acr-7 (tm863)II on food R_2010_02_24__11_23_10___2___7,13076,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/anticlockwise
acr-7 (tm863)II on food R_2010_02_24__11_23_10___2___7,13387,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/anticlockwise
acr-7 (tm863)II on food R_2010_02_24__11_23_10___2___7,13388,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/anticlockwise
acr-7 (tm863)II on food R_2010_02_24__11_24_19___4___7,9721,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/anticlockwise
acr-7 (tm863)II on food R_2010_02_24__11_24_19___4___7,9724,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/anticlockwise
acr-7 (tm863)II on food R_2010_02_24__11_24_19___4___7,11302,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/anticlockwise
acr-7 (tm863)II on food R_2010_02_24__11_24_19___4___7,11305,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/anticlockwise
acr-7 (tm863)II on food R_2010_02_24__11_24_51___7___7,17627,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/anticlockwise
acr-7 (tm863)II on food R_2010_02_24__11_24_51___7___7,17628,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/anticlockwise
acr-7 (tm863)II on food R_2010_02_24__11_24_51___7___7,17630,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/anticlockwise
acr-7 (tm863)II on food R_2010_02_24__11_24_51___7___7,17976,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/anticlockwise
acr-7 (tm863)II on food R_2010_02_24__11_24_51___7___7,17978,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/anticlockwise
acr-7 (tm863)II on food l_2010_02_19__11_42_19___1___8,2784,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/clockwise
acr-7 (tm863)II on food l_2010_02_19__11_42_19___1___8,13015,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/clockwise
acr-7 (tm863)II on food l_2010_02_19__11_42_19___1___8,15045,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/clockwise
acr-7 (tm863)II on food l_2010_02_19__11_42_19___1___8,15294,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/clockwise
acr-7 (tm863)II on food l_2010_02_19__11_42_19___1___8,15458,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/clockwise
acr-7 (tm863)II on food l_2010_02_19__11_42_19___1___8,15459,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/clockwise
acr-7 (tm863)II on food l_2010_02_19__11_42_19___1___8,16350,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/clockwise
acr-7 (tm863)II on food l_2010_02_19__11_42_19___1___8,16351,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-7(tm863)II@FX863/food_OP50/XX/30m_wait/clockwise
acr-9 (ok933)X on food L_2010_02_23__11_15_58___7___7,3100,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-9(ok933)X@VC649/food_OP50/XX/30m_wait/clockwise
acr-9 (ok933)X on food L_2010_02_23__11_15_58___7___7,3103,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-9(ok933)X@VC649/food_OP50/XX/30m_wait/clockwise
acr-9 (ok933)X on food R_2010_02_19__10_21_52___6___4,10444,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-9(ok933)X@VC649/food_OP50/XX/30m_wait/anticlockwise
acr-9 (ok933)X on food R_2010_02_19__10_21_52___6___4,10446,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-9(ok933)X@VC649/food_OP50/XX/30m_wait/anticlockwise
acr-9 (ok933)X on food R_2010_02_19__10_21_52___6___4,11487,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-9(ok933)X@VC649/food_OP50/XX/30m_wait/anticlockwise
acr-9 (ok933)X on food R_2010_02_19__10_21_52___6___4,11488,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-9(ok933)X@VC649/food_OP50/XX/30m_wait/anticlockwise
acr-9 (ok933)X on food R_2010_02_19__10_22_22___4___4,21156,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-9(ok933)X@VC649/food_OP50/XX/30m_wait/anticlockwise
acr-9 (ok933)X on food R_2010_02_19__10_22_22___4___4,21701,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-9(ok933)X@VC649/food_OP50/XX/30m_wait/anticlockwise
acr-9 (ok933)X on food R_2010_02_19__10_23_11___8___4,1479,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-9(ok933)X@VC649/food_OP50/XX/30m_wait/anticlockwise
acr-9 (ok933)X on food R_2010_02_19__10_23_11___8___4,5330,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-9(ok933)X@VC649/food_OP50/XX/30m_wait/anticlockwise
acr-9 (ok933)X on food R_2010_02_19__10_23_11___8___4,7743,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-9(ok933)X@VC649/food_OP50/XX/30m_wait/anticlockwise
acr-9 (ok933)X on food R_2010_02_19__10_23_11___8___4,7745,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-9(ok933)X@VC649/food_OP50/XX/30m_wait/anticlockwise
acr-9 (ok933)X on food R_2010_02_23__11_13_27___1___7,9501,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-9(ok933)X@VC649/food_OP50/XX/30m_wait/anticlockwise
acr-9 (ok933)X on food R_2010_02_23__11_13_27___1___7,9502,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-9(ok933)X@VC649/food_OP50/XX/30m_wait/anticlockwise
acr-9 (ok933)X on food R_2010_02_23__11_14_16___2___7,464,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-9(ok933)X@VC649/food_OP50/XX/30m_wait/anticlockwise
acr-9 (ok933)X on food R_2010_02_23__11_14_16___2___7,465,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-9(ok933)X@VC649/food_OP50/XX/30m_wait/anticlockwise
acr-9 (ok933)X on food R_2010_02_23__11_14_16___2___7,11864,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-9(ok933)X@VC649/food_OP50/XX/30m_wait/anticlockwise
acr-9 (ok933)X on food R_2010_02_23__11_14_16___2___7,11865,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-9(ok933)X@VC649/food_OP50/XX/30m_wait/anticlockwise
acr-9 (ok933)X on food R_2010_02_23__11_14___3___8,510,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-9(ok933)X@VC649/food_OP50/XX/30m_wait/anticlockwise
acr-9 (ok933)X on food R_2010_02_23__11_14___3___8,513,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-9(ok933)X@VC649/food_OP50/XX/30m_wait/anticlockwise
acr-9 (ok933)X on food R_2010_02_23__11_14___3___8,1285,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-9(ok933)X@VC649/food_OP50/XX/30m_wait/anticlockwise
acr-9 (ok933)X on food R_2010_02_23__11_14___3___8,1286,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-9(ok933)X@VC649/food_OP50/XX/30m_wait/anticlockwise
acr-9 (ok933)X on food R_2010_02_23__11_14___3___8,1942,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-9(ok933)X@VC649/food_OP50/XX/30m_wait/anticlockwise
acr-9 (ok933)X on food R_2010_02_23__11_14___3___8,1943,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-9(ok933)X@VC649/food_OP50/XX/30m_wait/anticlockwise
acr-9 (ok933)X on food R_2010_02_23__11_14___3___8,2388,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-9(ok933)X@VC649/food_OP50/XX/30m_wait/anticlockwise
acr-9 (ok933)X on food R_2010_02_23__11_14___3___8,2389,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-9(ok933)X@VC649/food_OP50/XX/30m_wait/anticlockwise
acr-9 (ok933)X on food R_2010_02_23__11_15_40___8___7,934,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-9(ok933)X@VC649/food_OP50/XX/30m_wait/anticlockwise
acr-9 (ok933)X on food R_2010_02_23__11_15_40___8___7,18355,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-9(ok933)X@VC649/food_OP50/XX/30m_wait/anticlockwise
acr-9 (ok933)X on food R_2010_02_23__11_15_40___8___7,18355,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-9(ok933)X@VC649/food_OP50/XX/30m_wait/anticlockwise
acr-9 (ok933)X on food R_2010_02_23__11_16_25__6,462,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-9(ok933)X@VC649/food_OP50/XX/30m_wait/anticlockwise
acr-9 (ok933)X on food R_2010_02_23__11_16_25__6,13366,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-9(ok933)X@VC649/food_OP50/XX/30m_wait/anticlockwise
acr-9 (ok933)X on food R_2010_02_24__12_23___3___10,598,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-9(ok933)X@VC649/food_OP50/XX/30m_wait/anticlockwise
acr-9 (ok933)X on food R_2010_02_24__12_23___3___10,911,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-9(ok933)X@VC649/food_OP50/XX/30m_wait/anticlockwise
acr-9 (ok933)X on food R_2010_02_24__12_23___3___10,1502,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-9(ok933)X@VC649/food_OP50/XX/30m_wait/anticlockwise
acr-9 (ok933)X on food R_2010_02_24__12_23___3___10,1503,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-9(ok933)X@VC649/food_OP50/XX/30m_wait/anticlockwise
acr-9 (ok933)X on food R_2010_02_24__12_23___3___10,1999,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-9(ok933)X@VC649/food_OP50/XX/30m_wait/anticlockwise
acr-9 (ok933)X on food R_2010_02_24__12_23___3___10,2588,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-9(ok933)X@VC649/food_OP50/XX/30m_wait/anticlockwise
acr-9 (ok933)X on food R_2010_02_24__12_24_06___4___10,10937,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-9(ok933)X@VC649/food_OP50/XX/30m_wait/anticlockwise
acr-9 (ok933)X on food R_2010_02_24__12_24_06___4___10,11875,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-9(ok933)X@VC649/food_OP50/XX/30m_wait/anticlockwise
acr-9 (ok933)X on food R_2010_02_24__12_24_55___8___10,17282,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-9(ok933)X@VC649/food_OP50/XX/30m_wait/anticlockwise
acr-9 (ok933)X on food R_2010_02_24__12_24_55___8___10,17536,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-9(ok933)X@VC649/food_OP50/XX/30m_wait/anticlockwise
acr-9 (ok933)X on food R_2010_02_24__12_24_55___8___10,17537,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-9(ok933)X@VC649/food_OP50/XX/30m_wait/anticlockwise
acr-9 (ok933)X on food R_2010_02_24__12_24_55___8___10,18583,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-9(ok933)X@VC649/food_OP50/XX/30m_wait/anticlockwise
acr-9 (ok933)X on food R_2010_02_24__12_24_55___8___10,18586,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/acr-9(ok933)X@VC649/food_OP50/XX/30m_wait/anticlockwise
asic-1 (ok415) on food L_2010_07_06__11_05_08___2___4,7006,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/asic-1(ok415)I@RB680/food_OP50/XX/30m_wait/clockwise
asic-1 (ok415) on food L_2010_07_06__11_05_08___2___4,12442,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/asic-1(ok415)I@RB680/food_OP50/XX/30m_wait/clockwise
asic-1 (ok415) on food L_2010_07_06__11_05_08___2___4,12443,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/asic-1(ok415)I@RB680/food_OP50/XX/30m_wait/clockwise
asic-1 (ok415) on food L_2010_07_06__11_05_08___2___4,12443,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/asic-1(ok415)I@RB680/food_OP50/XX/30m_wait/clockwise
asic-1 (ok415) on food L_2010_07_06__11_05___3___4,15567,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/asic-1(ok415)I@RB680/food_OP50/XX/30m_wait/clockwise
asic-1 (ok415) on food L_2010_07_06__11_05___3___4,15568,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/asic-1(ok415)I@RB680/food_OP50/XX/30m_wait/clockwise
asic-1 (ok415) on food L_2010_07_06__11_05___3___4,15970,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/asic-1(ok415)I@RB680/food_OP50/XX/30m_wait/clockwise
asic-1 (ok415) on food L_2010_07_06__11_05___3___4,15971,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/asic-1(ok415)I@RB680/food_OP50/XX/30m_wait/clockwise
asic-1 (ok415) on food L_2010_07_06__11_05___3___4,16789,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/asic-1(ok415)I@RB680/food_OP50/XX/30m_wait/clockwise
asic-1 (ok415) on food L_2010_07_06__11_05___3___4,16790,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/asic-1(ok415)I@RB680/food_OP50/XX/30m_wait/clockwise
asic-1 (ok415) on food L_2010_07_06__11_05___3___4,18278,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/asic-1(ok415)I@RB680/food_OP50/XX/30m_wait/clockwise
asic-1 (ok415) on food L_2010_07_06__11_05___3___4,18280,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/asic-1(ok415)I@RB680/food_OP50/XX/30m_wait/clockwise
asic-1 (ok415) on food L_2010_07_08__11_44_58___4___5,2188,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/asic-1(ok415)I@RB680/food_OP50/XX/30m_wait/clockwise
asic-1 (ok415) on food L_2010_07_08__11_44_58___4___5,2189,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/asic-1(ok415)I@RB680/food_OP50/XX/30m_wait/clockwise
asic-1 (ok415) on food L_2010_07_08__11_44___3___5,7997,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/asic-1(ok415)I@RB680/food_OP50/XX/30m_wait/clockwise
asic-1 (ok415) on food L_2010_07_08__11_44___3___5,7998,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/asic-1(ok415)I@RB680/food_OP50/XX/30m_wait/clockwise
asic-1 (ok415) on food L_2010_07_08__11_46_49__5,2693,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/asic-1(ok415)I@RB680/food_OP50/XX/30m_wait/clockwise
asic-1 (ok415) on food L_2010_07_08__11_46_49__5,2694,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/asic-1(ok415)I@RB680/food_OP50/XX/30m_wait/clockwise
asic-1 (ok415) on food R_2010_06_15__11_26_55___4___3,2334,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/asic-1(ok415)I@RB680/food_OP50/XX/30m_wait/anticlockwise
asic-1 (ok415) on food R_2010_06_15__11_26_55___4___3,2335,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/asic-1(ok415)I@RB680/food_OP50/XX/30m_wait/anticlockwise
asic-1 (ok415) on food R_2010_06_15__11_26_55___4___3,2337,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/asic-1(ok415)I@RB680/food_OP50/XX/30m_wait/anticlockwise
asic-1 (ok415) on food R_2010_07_08__11_46_10___8___5,18030,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/asic-1(ok415)I@RB680/food_OP50/XX/30m_wait/anticlockwise
asic-1 (ok415) on food R_2010_07_08__11_46_10___8___5,18031,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/asic-1(ok415)I@RB680/food_OP50/XX/30m_wait/anticlockwise
bas-1 (ad446) on food L_2009_12_15__11_24_17___7___4,5297,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/bas-1(ad446)III@MT7988/food_OP50/XX/30m_wait/clockwise
bas-1 (ad446) on food L_2009_12_15__11_24_17___7___4,5298,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/bas-1(ad446)III@MT7988/food_OP50/XX/30m_wait/clockwise
bas-1 (ad446) on food R_2009_12_14__13_02_05___6___8,12279,train,/Volumes/behavgenom_archive$/single_worm/unfinished/mutants/bas-1(ad446)III@MT7988/food_OP50/XX/30m_wait/anticlockwise
bas-1 (ad446) on food R_2009_12_14__13_02_05___6___8,12280,train,/Volumes/behavgenom_archive$/single_worm/unfinished/mutants/bas-1(ad446)III@MT7988/food_OP50/XX/30m_wait/anticlockwise
bas-1 (ad446) on food R_2009_12_14__13_02_05___6___8,12281,train,/Volumes/behavgenom_archive$/single_worm/unfinished/mutants/bas-1(ad446)III@MT7988/food_OP50/XX/30m_wait/anticlockwise
bas-1 (ad446) on food R_2009_12_14__13_02_07___2___9,12,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/bas-1(ad446)III@MT7988/food_OP50/XX/30m_wait/anticlockwise
bas-1 (ad446) on food R_2009_12_14__13_02_07___2___9,16,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/bas-1(ad446)III@MT7988/food_OP50/XX/30m_wait/anticlockwise
bas-1 (ad446) on food R_2009_12_14__14_48_46___8___9,6939,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/bas-1(ad446)III@MT7988/food_OP50/XX/30m_wait/anticlockwise
bas-1 (ad446) on food R_2009_12_14__14_48_46___8___9,8595,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/bas-1(ad446)III@MT7988/food_OP50/XX/30m_wait/anticlockwise
bas-1 (ad446) on food R_2009_12_14__14_48_46___8___9,8862,train,/Volumes/behavgenom_archive$/single_worm/finished/mutants/bas-1(ad446)III@MT7988/food_OP50/XX/30m_wait/anticlockwise
